EPOCH                                                 B_R                         B_T                         B_N
dd-mm-yyyy hh:mm:ss.mil.mic                            nT                          nT                          nT
07-09-2022 09:36:30.000.000.2                     4.11145                    -12.1973                     1.83896
07-09-2022 09:37:29.999.996.6                     4.70791                    -11.9697                     1.75536
07-09-2022 09:38:30.000.003.1                     5.38491                    -11.6101                     1.47420
07-09-2022 09:39:29.999.999.5                     5.81924                    -11.1203                     2.63579
07-09-2022 09:40:29.999.995.9                     3.82564                    -11.9884                     2.47785
07-09-2022 09:41:30.000.002.4                     4.90210                    -11.4596                     2.62147
07-09-2022 09:42:29.999.998.8                     6.03317                    -11.2317                     2.17515
07-09-2022 09:43:29.999.995.3                     5.92586                    -11.0153                     2.77858
07-09-2022 09:44:30.000.001.7                     6.08915                    -11.0000                     2.83865
07-09-2022 09:45:29.999.998.2                     6.43661                    -10.7135                     2.72218
07-09-2022 09:46:30.000.004.6                     6.04798                    -11.3790                     1.18725
07-09-2022 09:47:30.000.001.1                     6.10615                    -11.1504                     1.50079
07-09-2022 09:48:29.999.997.5                     6.20062                    -11.1070                  -0.0732241
07-09-2022 09:49:30.000.004.0                     6.60407                    -10.7641                  -0.0974065
07-09-2022 09:50:30.000.000.4                     7.04929                    -10.3679                    -1.63479
07-09-2022 09:51:29.999.996.8                     7.11784                    -10.4592                    0.253221
07-09-2022 09:52:30.000.003.3                     6.77554                    -10.6770                  -0.0712379
07-09-2022 09:53:29.999.999.7                     6.24822                    -10.9854                   0.0932996
07-09-2022 09:54:29.999.996.2                     6.47569                    -10.9984                   -0.178485
07-09-2022 09:55:30.000.002.6                     7.29216                    -10.4340                    0.413177
07-09-2022 09:56:29.999.999.1                     7.17417                    -10.4534                    0.449105
07-09-2022 09:57:29.999.995.5                     7.37100                    -10.3003                    0.629798
07-09-2022 09:58:30.000.002.0                     7.71821                    -10.1588                    0.872228
07-09-2022 09:59:29.999.998.4                     7.57154                    -10.3115                    0.476154
07-09-2022 10:00:30.000.004.9                     7.02299                    -10.5570                    0.579609
07-09-2022 10:01:30.000.001.3                     7.57928                    -10.2542                    0.517535
07-09-2022 10:02:29.999.997.7                     6.78060                    -10.7892                   0.0733859
07-09-2022 10:03:30.000.004.2                     7.37530                    -10.3793                    0.472992
07-09-2022 10:04:30.000.000.6                     7.38354                    -10.4349                  -0.0254572
07-09-2022 10:05:29.999.997.0                     6.80350                    -10.8329                    -1.30708
07-09-2022 10:06:30.000.003.5                     7.28317                    -10.8154                    -1.34473
07-09-2022 10:07:29.999.999.9                     6.98077                    -11.3352                   -0.564524
07-09-2022 10:08:29.999.996.4                     7.08622                    -11.2708                    0.935364
07-09-2022 10:09:30.000.002.9                     7.02896                    -11.2498                    0.738376
07-09-2022 10:10:29.999.999.3                     7.39187                    -10.9285                   -0.220309
07-09-2022 10:11:29.999.995.7                     7.56945                    -10.8423                   -0.146174
07-09-2022 10:12:30.000.002.2                     7.47036                    -10.8055                    0.241668
07-09-2022 10:13:29.999.998.6                     7.30477                    -10.8666                     1.07114
07-09-2022 10:14:29.999.995.0                     7.10455                    -10.9643                    0.719599
07-09-2022 10:15:30.000.001.5                     6.89930                    -10.9562                    0.879263
07-09-2022 10:16:29.999.997.9                     6.95594                    -10.6741                     1.64698
07-09-2022 10:17:30.000.004.4                     6.90916                    -10.8954                    0.609102
07-09-2022 10:18:30.000.000.8                     7.02561                    -10.8368                    0.486936
07-09-2022 10:19:29.999.997.3                     6.85433                    -11.0027                    0.782867
07-09-2022 10:20:30.000.003.7                     6.80931                    -11.0681                     1.28165
07-09-2022 10:21:30.000.000.2                     6.89843                    -10.7775                     1.35254
07-09-2022 10:22:29.999.996.6                     7.03799                    -10.8553                    0.995855
07-09-2022 10:23:30.000.003.1                     7.04359                    -10.8589                    0.606853
07-09-2022 10:24:29.999.999.5                     7.20039                    -10.6033                   -0.201653
07-09-2022 10:25:29.999.995.9                     7.12597                    -10.4885                    0.714686
07-09-2022 10:26:30.000.002.4                     6.49630                    -10.5127                     2.32378
07-09-2022 10:27:29.999.998.8                     6.29560                    -10.6223                     2.40290
07-09-2022 10:28:29.999.995.3                     6.12955                    -10.7169                     2.17187
07-09-2022 10:29:30.000.001.7                     5.99927                    -10.6409                     2.29497
07-09-2022 10:30:29.999.998.2                     6.23426                    -10.5653                     2.11467
07-09-2022 10:31:30.000.004.6                     6.68909                    -10.2311                     2.36612
07-09-2022 10:32:30.000.001.1                     7.24705                    -9.72609                     3.39309
07-09-2022 10:33:29.999.997.5                     6.33474                    -10.5510                     2.64891
07-09-2022 10:34:30.000.004.0                     7.24788                    -9.94798                     2.62029
07-09-2022 10:35:30.000.000.4                     6.44483                    -10.6010                     1.48250
07-09-2022 10:36:29.999.996.8                     6.22113                    -10.6650                     1.79535
07-09-2022 10:37:30.000.003.3                     7.31341                    -9.64207                     2.84632
07-09-2022 10:38:29.999.999.7                     7.13433                    -9.74524                     2.64218
07-09-2022 10:39:29.999.996.2                     6.93390                    -9.80162                     2.71731
07-09-2022 10:40:30.000.002.6                     7.30447                    -9.49360                     3.54121
07-09-2022 10:41:29.999.999.1                     7.47694                    -9.60908                     2.42906
07-09-2022 10:42:29.999.995.5                     7.65169                    -9.10480                     3.67613
07-09-2022 10:43:30.000.002.0                     7.49227                    -9.41511                     3.43678
07-09-2022 10:44:29.999.998.4                     6.51406                    -10.3485                     2.08644
07-09-2022 10:45:30.000.004.9                     4.90921                    -11.2994                    0.615021
07-09-2022 10:46:30.000.001.3                     5.24333                    -11.1144                     1.05385
07-09-2022 10:47:29.999.997.7                     5.95705                    -10.7117                     1.98248
07-09-2022 10:48:30.000.004.2                     4.78603                    -11.4767                    0.664939
07-09-2022 10:49:30.000.000.6                     5.93673                    -10.6691                     1.99290
07-09-2022 10:50:29.999.997.0                     5.31860                    -11.1861                    0.511140
07-09-2022 10:51:30.000.003.5                     5.62511                    -10.8117                     2.19744
07-09-2022 10:52:29.999.999.9                     5.33371                    -11.1687                     1.40906
07-09-2022 10:53:29.999.996.4                     5.25437                    -11.2560                     1.26697
07-09-2022 10:54:30.000.002.9                     5.08939                    -11.2601                     1.00979
07-09-2022 10:55:29.999.999.3                     5.13629                    -11.1840                    0.667305
07-09-2022 10:56:29.999.995.7                     5.01196                    -11.3126                    0.374431
07-09-2022 10:57:30.000.002.2                     5.26596                    -11.2338                    0.353571
07-09-2022 10:58:29.999.998.6                     5.48285                    -11.2098                    0.671265
07-09-2022 10:59:29.999.995.0                     5.08151                    -11.2831                     1.22097
07-09-2022 11:00:30.000.001.5                     5.11403                    -11.3485                     1.19037
07-09-2022 11:01:29.999.997.9                     5.39741                    -11.3370                    0.731137
07-09-2022 11:02:30.000.004.4                     5.59609                    -10.7644                     1.85349
07-09-2022 11:03:30.000.000.8                     5.61663                    -10.8421                     1.21812
07-09-2022 11:04:29.999.997.3                     5.15393                    -11.1556                     1.02523
07-09-2022 11:05:30.000.003.7                     4.88080                    -11.1981                    0.743106
07-09-2022 11:06:30.000.000.2                     4.55430                    -11.2869                   -0.134075
07-09-2022 11:07:29.999.996.6                     4.11241                    -11.4797                   -0.153553
07-09-2022 11:08:30.000.003.1                     4.47410                    -11.4107                    0.155519
07-09-2022 11:09:29.999.999.5                     4.39954                    -11.4656                  -0.0748620
07-09-2022 11:10:29.999.995.9                     4.28574                    -11.5157                   0.0809720
07-09-2022 11:11:30.000.002.4                     4.18314                    -11.3213                    0.179736
07-09-2022 11:12:29.999.998.8                     5.02158                    -11.2296                    0.968158
07-09-2022 11:13:29.999.995.3                     5.12696                    -11.1563                     1.01224
07-09-2022 11:14:30.000.001.7                     5.03375                    -11.1498                     1.23795
07-09-2022 11:15:29.999.998.2                     5.73674                    -10.5331                     2.40387
07-09-2022 11:16:30.000.004.6                     5.92416                    -10.2006                     2.95997
07-09-2022 11:17:30.000.001.1                     8.67254                    -6.17441                     5.79863
07-09-2022 11:18:29.999.997.5                     8.63422                    -6.43481                     5.65881
07-09-2022 11:19:30.000.004.0                     8.82251                    -6.17266                     5.69949
07-09-2022 11:20:30.000.000.4                     8.77400                    -6.43453                     5.55314
07-09-2022 11:21:29.999.996.8                     8.89786                    -6.35450                     5.48635
07-09-2022 11:22:30.000.003.3                     9.06582                    -6.11785                     5.55555
07-09-2022 11:23:29.999.999.7                     8.81970                    -6.72521                     4.92500
07-09-2022 11:24:29.999.996.2                     9.08053                    -5.90669                     5.50255
07-09-2022 11:25:30.000.002.6                     8.58373                    -6.83043                     5.02171
07-09-2022 11:26:29.999.999.1                     8.45558                    -6.70347                     5.12772
07-09-2022 11:27:29.999.995.5                     8.23608                    -7.13401                     4.90362
07-09-2022 11:28:30.000.002.0                     8.24103                    -7.21255                     4.87868
07-09-2022 11:29:29.999.998.4                     8.10354                    -7.51348                     4.49003
07-09-2022 11:30:30.000.004.9                     8.31323                    -6.63411                     5.15408
07-09-2022 11:31:30.000.001.3                     8.18079                    -6.46869                     5.47711
07-09-2022 11:32:29.999.997.7                     8.30862                    -6.81473                     5.15558
07-09-2022 11:33:30.000.004.2                     7.99267                    -7.90509                     3.98142
07-09-2022 11:34:30.000.000.6                     8.30392                    -7.50653                     4.17236
07-09-2022 11:35:29.999.997.0                     8.14159                    -7.86857                     3.88017
07-09-2022 11:36:30.000.003.5                     7.30794                    -8.86582                     2.97709
07-09-2022 11:37:30.000.000.0                     8.48489                    -6.97458                     4.45972
07-09-2022 11:38:29.999.996.4                     7.10787                    -9.20171                     2.02919
07-09-2022 11:39:30.000.002.9                     7.08968                    -9.30624                     1.41708
07-09-2022 11:40:29.999.999.3                     7.20865                    -8.99965                     1.92729
07-09-2022 11:41:29.999.995.7                     7.14667                    -8.86516                     2.85503
07-09-2022 11:42:30.000.002.2                     6.96884                    -8.92985                     3.10618
07-09-2022 11:43:29.999.998.6                     7.00499                    -9.00055                     2.71536
07-09-2022 11:44:29.999.995.0                     6.48673                    -9.35367                     2.39033
07-09-2022 11:45:30.000.001.5                     7.71654                    -8.24315                     3.09589
07-09-2022 11:46:29.999.997.9                     7.14179                    -8.75242                     3.21007
07-09-2022 11:47:30.000.004.4                     7.22064                    -8.71750                     3.01637
07-09-2022 11:48:30.000.000.8                     7.14654                    -8.68398                     3.01823
07-09-2022 11:49:29.999.997.3                     7.17397                    -8.56828                     3.02709
07-09-2022 11:50:30.000.003.7                     7.17336                    -8.64745                     2.48990
07-09-2022 11:51:30.000.000.2                     7.25808                    -8.45663                     2.50735
07-09-2022 11:52:29.999.996.6                     7.46329                    -8.25494                     2.36075
07-09-2022 11:53:30.000.003.1                     7.20800                    -8.36451                     2.38115
07-09-2022 11:54:29.999.999.5                     7.19082                    -8.59085                     2.04394
07-09-2022 11:55:29.999.995.9                     7.20116                    -8.61124                     2.14604
07-09-2022 11:56:30.000.002.4                     7.31892                    -8.73568                     2.09491
07-09-2022 11:57:29.999.998.8                     7.02989                    -8.92742                     2.26275
07-09-2022 11:58:29.999.995.3                     7.21640                    -8.91830                     2.08948
07-09-2022 11:59:30.000.001.7                     7.09348                    -8.88723                     2.28297
07-09-2022 12:00:29.999.998.2                     7.16170                    -8.85513                     2.13655
07-09-2022 12:01:30.000.004.6                     7.12016                    -8.87087                     2.02766
07-09-2022 12:02:30.000.001.1                     6.93768                    -9.00297                     1.93221
07-09-2022 12:03:29.999.997.5                     6.92879                    -9.00161                     1.86791
07-09-2022 12:04:30.000.004.0                     6.87035                    -8.98482                     1.81793
07-09-2022 12:05:30.000.000.4                     6.70782                    -9.06814                     1.87250
07-09-2022 12:06:29.999.996.8                     6.47680                    -9.29814                     1.47457
07-09-2022 12:07:30.000.003.3                     6.92863                    -8.98671                     1.47434
07-09-2022 12:08:29.999.999.7                     7.10199                    -8.94474                     1.65075
07-09-2022 12:09:29.999.996.2                     6.90257                    -9.15761                     1.50220
07-09-2022 12:10:30.000.002.6                     7.27246                    -8.97849                     1.03621
07-09-2022 12:11:29.999.999.1                     7.05330                    -9.02731                     1.53129
07-09-2022 12:12:29.999.995.5                     6.76075                    -9.18919                     1.51266
07-09-2022 12:13:30.000.002.0                     6.93622                    -9.13060                     1.73221
07-09-2022 12:14:29.999.998.4                     6.64283                    -9.56062                    0.749616
07-09-2022 12:15:30.000.004.9                     7.28563                    -8.75143                     2.17543
07-09-2022 12:16:30.000.001.3                     7.03351                    -8.84105                     2.04211
07-09-2022 12:17:29.999.997.7                     7.41839                    -8.65244                     2.21046
07-09-2022 12:18:30.000.004.2                     7.01213                    -9.03283                     2.09661
07-09-2022 12:19:30.000.000.6                     6.91812                    -9.08749                     1.99481
07-09-2022 12:20:29.999.997.0                     7.06135                    -9.00199                     1.86994
07-09-2022 12:21:30.000.003.5                     6.95088                    -9.13392                     1.72485
07-09-2022 12:22:30.000.000.0                     7.17577                    -9.04329                     1.32658
07-09-2022 12:23:29.999.996.4                     7.01363                    -9.08393                     1.45730
07-09-2022 12:24:30.000.002.9                     6.95943                    -9.03183                     1.58540
07-09-2022 12:25:29.999.999.3                     6.90848                    -9.09958                     1.40218
07-09-2022 12:26:29.999.995.7                     6.80929                    -9.09320                     1.50646
07-09-2022 12:27:30.000.002.2                     6.86598                    -8.99989                     1.30669
07-09-2022 12:28:29.999.998.6                     6.87380                    -8.95747                     1.59626
07-09-2022 12:29:29.999.995.0                     6.75847                    -9.07020                     1.61842
07-09-2022 12:30:30.000.001.5                     6.60543                    -9.07374                     1.82637
07-09-2022 12:31:29.999.997.9                     6.83746                    -8.91389                     1.73485
07-09-2022 12:32:30.000.004.4                     6.54684                    -8.85176                     1.64294
07-09-2022 12:33:30.000.000.8                     6.56632                    -8.84791                     1.60319
07-09-2022 12:34:29.999.997.3                     6.35035                    -9.22587                     1.31831
07-09-2022 12:35:30.000.003.7                     6.08474                    -9.60291                    0.899694
07-09-2022 12:36:30.000.000.2                     6.01927                    -9.49935                     1.14959
07-09-2022 12:37:29.999.996.6                     6.04562                    -9.49097                    0.926599
07-09-2022 12:38:30.000.003.1                     6.33408                    -9.28387                     1.44472
07-09-2022 12:39:29.999.999.5                     6.58919                    -9.06651                     1.40835
07-09-2022 12:40:29.999.995.9                     6.20804                    -9.14938                     1.33827
07-09-2022 12:41:30.000.002.4                     5.75033                    -9.24537                     1.85959
07-09-2022 12:42:29.999.998.8                     6.52487                    -8.88921                     1.50226
07-09-2022 12:43:29.999.995.3                     6.46451                    -9.01488                     1.22162
07-09-2022 12:44:30.000.001.7                     6.52682                    -8.84622                     1.85182
07-09-2022 12:45:29.999.998.2                     6.65570                    -8.90162                     1.64938
07-09-2022 12:46:30.000.004.6                     6.62830                    -9.01245                     1.85179
07-09-2022 12:47:30.000.001.1                     6.81764                    -9.07582                     1.46813
07-09-2022 12:48:29.999.997.5                     6.50226                    -9.25842                     1.56841
07-09-2022 12:49:30.000.004.0                     6.80314                    -9.06124                     1.42303
07-09-2022 12:50:30.000.000.4                     6.64528                    -9.22384                     1.58712
07-09-2022 12:51:29.999.996.8                     6.62978                    -9.19683                     1.42800
07-09-2022 12:52:30.000.003.3                     6.79806                    -9.11425                     1.20243
07-09-2022 12:53:29.999.999.7                     6.64100                    -9.25936                     1.05319
07-09-2022 12:54:29.999.996.2                     6.41380                    -9.36646                     1.20099
07-09-2022 12:55:30.000.002.6                     6.66080                    -8.85997                     1.39678
07-09-2022 12:56:29.999.999.1                     6.25289                    -9.18011                     1.33324
07-09-2022 12:57:29.999.995.5                     6.88295                    -8.60649                     2.07927
07-09-2022 12:58:30.000.002.0                     7.19157                    -8.34794                     1.92658
07-09-2022 12:59:29.999.998.4                     7.31708                    -8.09402                     2.77728
07-09-2022 13:00:30.000.004.9                     7.45994                    -8.29154                     1.82564
07-09-2022 13:01:30.000.001.3                     7.35953                    -8.46512                     1.78725
07-09-2022 13:02:29.999.997.7                     7.41957                    -8.45362                     1.68412
07-09-2022 13:03:30.000.004.2                     7.49356                    -8.15326                     1.72265
07-09-2022 13:04:30.000.000.6                     7.29149                    -8.25534                     1.78958
07-09-2022 13:05:29.999.997.0                     7.38334                    -8.24659                     1.65451
07-09-2022 13:06:30.000.003.5                     6.91341                    -8.64011                     1.87316
07-09-2022 13:07:30.000.000.0                     7.23173                    -8.47706                     1.81532
07-09-2022 13:08:29.999.996.4                     7.21049                    -8.49103                     1.76070
07-09-2022 13:09:30.000.002.9                     7.49901                    -8.02830                     2.51250
07-09-2022 13:10:29.999.999.3                     7.03470                    -8.64297                     1.64736
07-09-2022 13:11:29.999.995.7                     7.03982                    -8.65139                     1.44168
07-09-2022 13:12:30.000.002.2                     7.00454                    -8.71148                     1.36670
07-09-2022 13:13:29.999.998.6                     7.08554                    -8.59504                     1.45312
07-09-2022 13:14:29.999.995.0                     7.10465                    -8.63691                     1.21044
07-09-2022 13:15:30.000.001.5                     7.00217                    -8.60649                     1.59017
07-09-2022 13:16:29.999.997.9                     6.97286                    -8.71111                     1.09649
07-09-2022 13:17:30.000.004.4                     7.41668                    -8.32232                     1.18101
07-09-2022 13:18:30.000.000.8                     7.11638                    -8.45630                     1.19293
07-09-2022 13:19:29.999.997.3                     6.69619                    -8.63834                    0.703684
07-09-2022 13:20:30.000.003.7                     6.72225                    -8.50707                    0.897296
07-09-2022 13:21:30.000.000.2                     6.23376                    -8.89061                    0.622667
07-09-2022 13:22:29.999.996.6                     6.23129                    -8.96943                    0.545641
07-09-2022 13:23:30.000.003.1                     5.64221                    -9.36260                    0.483660
07-09-2022 13:24:29.999.999.5                     5.93335                    -9.16137                    0.400601
07-09-2022 13:25:29.999.995.9                     6.25689                    -8.89680                    0.783412
07-09-2022 13:26:30.000.002.4                     6.40561                    -8.86770                    0.881322
07-09-2022 13:27:29.999.998.8                     6.23832                    -9.05046                    0.736168
07-09-2022 13:28:29.999.995.3                     6.13312                    -9.10550                    0.856727
07-09-2022 13:29:30.000.001.7                     6.10817                    -9.04456                    0.711592
07-09-2022 13:30:29.999.998.2                     6.17929                    -9.10868                    0.292790
07-09-2022 13:31:30.000.004.6                     6.21301                    -9.10879                    0.570984
07-09-2022 13:32:30.000.001.1                     6.08386                    -9.24554                    0.236524
07-09-2022 13:33:29.999.997.5                     5.08773                    -9.80352                    -1.08945
07-09-2022 13:34:30.000.004.0                     5.22179                    -9.81236                   -0.653809
07-09-2022 13:35:30.000.000.4                     5.40471                    -9.79640                    0.174999
07-09-2022 13:36:29.999.996.8                     6.21865                    -9.45693                  -0.0535910
07-09-2022 13:37:30.000.003.3                     6.88242                    -8.87901                    0.971603
07-09-2022 13:38:29.999.999.7                     7.60840                    -8.17189                     1.88253
07-09-2022 13:39:29.999.996.2                     7.35580                    -8.58263                     1.50031
07-09-2022 13:40:30.000.002.6                     7.34079                    -8.70063                     1.17855
07-09-2022 13:41:29.999.999.1                     7.15730                    -8.68685                     1.17451
07-09-2022 13:42:29.999.995.5                     6.85718                    -8.99850                   0.0464696
07-09-2022 13:43:30.000.002.0                     7.65310                    -8.22435                     1.15674
07-09-2022 13:44:29.999.998.4                     7.79201                    -8.13128                    0.858608
07-09-2022 13:45:30.000.004.9                     7.28356                    -8.60691                    0.560214
07-09-2022 13:46:30.000.001.3                     7.04360                    -8.96942                    0.212283
07-09-2022 13:47:29.999.997.7                     7.33236                    -8.81036                    0.525128
07-09-2022 13:48:30.000.004.2                     7.26846                    -8.92393                    0.349492
07-09-2022 13:49:30.000.000.6                     6.85651                    -9.29527                  -0.0640408
07-09-2022 13:50:29.999.997.0                     6.98867                    -9.21982                    0.497424
07-09-2022 13:51:30.000.003.5                     7.02190                    -9.27758                    0.215493
07-09-2022 13:52:30.000.000.0                     6.87213                    -9.34957                    0.113252
07-09-2022 13:53:29.999.996.4                     7.09392                    -9.08221                    0.322453
07-09-2022 13:54:30.000.002.9                     6.78094                    -9.20408                   -0.477085
07-09-2022 13:55:29.999.999.3                     6.49798                    -9.43439                   -0.193121
07-09-2022 13:56:29.999.995.7                     6.43574                    -9.54257                   -0.162218
07-09-2022 13:57:30.000.002.2                     6.14552                    -9.66853                  -0.0157744
07-09-2022 13:58:29.999.998.6                     6.65767                    -9.27150                  -0.0662767
07-09-2022 13:59:29.999.995.0                     6.63456                    -9.34470                  -0.0281842
07-09-2022 14:00:30.000.001.5                     5.97160                    -9.63224                   -0.884385
07-09-2022 14:01:29.999.997.9                     5.70371                    -9.72484                   -0.782454
07-09-2022 14:02:30.000.004.4                     6.37855                    -9.43878                   -0.215989
07-09-2022 14:03:30.000.000.8                     7.32279                    -8.65982                   0.0971956
07-09-2022 14:04:29.999.997.3                     7.77395                    -8.18307                    0.491961
07-09-2022 14:05:30.000.003.7                     7.60045                    -8.23018                    0.244703
07-09-2022 14:06:30.000.000.2                     7.05728                    -8.61976                   -0.326691
07-09-2022 14:07:29.999.996.6                     7.23312                    -8.47554                   -0.305286
07-09-2022 14:08:30.000.003.1                     7.47624                    -8.27162                    0.143360
07-09-2022 14:09:29.999.999.5                     7.38914                    -8.36101                    0.262205
07-09-2022 14:10:29.999.995.9                     7.00776                    -8.66095                    0.162470
07-09-2022 14:11:30.000.002.4                     5.96926                    -9.48550                   -0.462756
07-09-2022 14:12:29.999.998.8                     6.60990                    -8.84287                   -0.695572
07-09-2022 14:13:29.999.995.3                     6.49258                    -9.36423                   -0.825948
07-09-2022 14:14:30.000.001.7                     6.56058                    -9.32997                   -0.781363
07-09-2022 14:15:29.999.998.2                     6.44960                    -9.40152                   -0.749644
07-09-2022 14:16:30.000.004.6                     6.29007                    -9.55649                   -0.901976
07-09-2022 14:17:30.000.001.1                     6.12417                    -9.63980                    -1.16119
07-09-2022 14:18:29.999.997.5                     5.53893                    -9.88671                    -1.74133
07-09-2022 14:19:30.000.004.0                     6.06442                    -9.65075                    -1.40747
07-09-2022 14:20:30.000.000.4                     5.82053                    -9.81020                    -1.63413
07-09-2022 14:21:29.999.996.8                     6.66259                    -9.25554                    -1.09731
07-09-2022 14:22:30.000.003.3                     7.26822                    -8.78054                   -0.555731
07-09-2022 14:23:29.999.999.7                     7.32583                    -8.82200                   -0.689048
07-09-2022 14:24:29.999.996.2                     7.91696                    -8.29494                   -0.592328
07-09-2022 14:25:30.000.002.6                     7.81466                    -8.57762                   -0.685688
07-09-2022 14:26:29.999.999.1                     8.06697                    -8.36951                   -0.592181
07-09-2022 14:27:29.999.995.5                     7.96467                    -8.65340                   -0.299331
07-09-2022 14:28:30.000.002.0                     7.95977                    -8.63597                   -0.233813
07-09-2022 14:29:29.999.998.4                     8.09686                    -8.57772                  0.00247067
07-09-2022 14:30:30.000.004.9                     7.68941                    -8.99138                   -0.444004
07-09-2022 14:31:30.000.001.3                     8.02951                    -8.70224                   -0.292024
07-09-2022 14:32:29.999.997.7                     8.46911                    -8.24786                    0.379505
07-09-2022 14:33:30.000.004.2                     8.69280                    -7.74093                     1.68147
07-09-2022 14:34:30.000.000.6                     8.18106                    -8.43367                   -0.154884
07-09-2022 14:35:29.999.997.0                     7.75112                    -8.84018                   -0.891152
07-09-2022 14:36:30.000.003.5                     7.54880                    -8.98509                    -1.07731
07-09-2022 14:37:29.999.999.9                     9.27758                    -7.32948                    0.987059
07-09-2022 14:38:29.999.996.4                     8.65654                    -7.90108                   -0.529602
07-09-2022 14:39:30.000.002.9                     8.54257                    -8.06023                   -0.587384
07-09-2022 14:40:29.999.999.3                     8.45153                    -8.12461                   -0.821984
07-09-2022 14:41:29.999.995.7                     8.39948                    -8.01482                   -0.521401
07-09-2022 14:42:30.000.002.2                     8.16438                    -8.15133                    -1.25471
07-09-2022 14:43:29.999.998.6                     8.13647                    -8.16962                   -0.850290
07-09-2022 14:44:29.999.995.0                     8.01251                    -8.18358                   -0.278211
07-09-2022 14:45:30.000.001.5                     7.75528                    -8.42642                   -0.520316
07-09-2022 14:46:29.999.997.9                     8.00422                    -8.14212                   -0.810245
07-09-2022 14:47:30.000.004.4                     6.87762                    -8.92659                    -2.29333
07-09-2022 14:48:30.000.000.8                     7.42902                    -8.77654                    -1.38676
07-09-2022 14:49:29.999.997.3                     7.15139                    -8.97907                    -1.73779
07-09-2022 14:50:30.000.003.7                     6.86875                    -9.17167                    -1.77532
07-09-2022 14:51:30.000.000.2                     6.69999                    -9.12756                    -2.48297
07-09-2022 14:52:29.999.996.6                     5.64400                    -9.61629                    -3.36099
07-09-2022 14:53:30.000.003.1                     5.37998                    -9.84258                    -3.18303
07-09-2022 14:54:29.999.999.5                     8.09506                    -8.16947                    -1.75572
07-09-2022 14:55:29.999.995.9                     8.64329                    -7.64439                    -1.76230
07-09-2022 14:56:30.000.002.4                     8.55858                    -7.83836                    -1.13692
07-09-2022 14:57:29.999.998.8                     7.71483                    -8.29821                   -0.941315
07-09-2022 14:58:29.999.995.3                     8.04014                    -7.90026                    -1.10206
07-09-2022 14:59:30.000.001.7                     7.88522                    -8.01531                    -1.18306
07-09-2022 15:00:29.999.998.2                     7.76102                    -8.23787                    -1.14800
07-09-2022 15:01:30.000.004.6                     7.94714                    -8.06026                    -1.32227
07-09-2022 15:02:30.000.001.1                     8.86405                    -7.41949                   -0.955216
07-09-2022 15:03:29.999.997.5                     8.82588                    -7.44788                   -0.713872
07-09-2022 15:04:30.000.004.0                     7.93454                    -8.25973                   -0.942531
07-09-2022 15:05:30.000.000.4                     8.25241                    -8.04236                  -0.0756497
07-09-2022 15:06:29.999.996.8                     8.29976                    -7.94479                   -0.636997
07-09-2022 15:07:30.000.003.3                     8.23779                    -7.91862                   0.0614718
07-09-2022 15:08:29.999.999.7                     8.77491                    -7.22456                  -0.0448473
07-09-2022 15:09:29.999.996.2                     8.83846                    -7.11019                    0.417983
07-09-2022 15:10:30.000.002.6                     9.02146                    -6.83059                    0.422890
07-09-2022 15:11:29.999.999.1                     8.52503                    -7.27457                    0.743001
07-09-2022 15:12:29.999.995.5                     8.47249                    -7.20709                    0.759106
07-09-2022 15:13:30.000.002.0                     9.03172                    -6.57950                   -0.180380
07-09-2022 15:14:29.999.998.4                     9.80941                    -5.50446                   -0.553567
07-09-2022 15:15:30.000.004.9                     9.94831                    -5.87398                  0.00998871
07-09-2022 15:16:30.000.001.3                     9.84369                    -5.84508                   -0.944205
07-09-2022 15:17:29.999.997.7                     9.80399                    -6.03125                   -0.429282
07-09-2022 15:18:30.000.004.2                     9.89384                    -5.51051                    -2.20002
07-09-2022 15:19:30.000.000.6                     10.0884                    -5.17847                    -1.85599
07-09-2022 15:20:29.999.997.0                     9.94906                    -5.43560                    -1.69603
07-09-2022 15:21:30.000.003.5                     10.0945                    -4.82033                    -2.29854
07-09-2022 15:22:30.000.000.0                     10.1926                    -4.81653                    -1.87159
07-09-2022 15:23:29.999.996.4                     10.2881                    -4.55807                    -1.71472
07-09-2022 15:24:30.000.002.9                     10.7928                    -3.36952                    -1.56212
07-09-2022 15:25:29.999.999.3                     10.5458                    -3.93743                    -1.57569
07-09-2022 15:26:29.999.995.7                     10.6171                    -3.86320                    -1.82807
07-09-2022 15:27:30.000.002.2                     10.6680                    -2.75616                    -2.69808
07-09-2022 15:28:29.999.998.6                     10.3667                    -2.84997                    -3.71250
07-09-2022 15:29:29.999.995.0                     10.6875                    -2.91577                    -2.59964
07-09-2022 15:30:30.000.001.5                     10.1731                    -4.17702                    -2.94972
07-09-2022 15:31:29.999.997.9                     10.9297                    -2.22361                    -2.86247
07-09-2022 15:32:30.000.004.4                     10.4528                    -3.87388                    -2.45517
07-09-2022 15:33:30.000.000.8                     6.79425                    -8.47095                    -3.57178
07-09-2022 15:34:29.999.997.3                     7.23421                    -8.40624                    -2.66156
07-09-2022 15:35:30.000.003.7                     7.92248                    -7.72603                    -2.52973
07-09-2022 15:36:30.000.000.2                     7.92497                    -7.67085                    -2.48293
07-09-2022 15:37:29.999.996.6                     8.10696                    -7.15270                    -3.36304
07-09-2022 15:38:30.000.003.1                     8.67945                    -6.21251                    -3.84347
