EPOCH                                                 B_R                         B_T                         B_N
dd-mm-yyyy hh:mm:ss.mil.mic                            nT                          nT                          nT
06-09-2022 07:53:29.999.996.4                     7.43385                    -8.85943                     2.38418
06-09-2022 07:54:30.000.002.9                     5.85551                    -9.34157                    -2.01648
06-09-2022 07:55:29.999.999.3                     6.12472                    -9.26000                    -3.84166
06-09-2022 07:56:29.999.995.7                     8.51287                    -8.84967                     2.01696
06-09-2022 07:57:30.000.002.2                     4.93336                    -11.9917                   -0.899224
06-09-2022 07:58:29.999.998.6                     5.83338                    -12.1546                    -2.46597
06-09-2022 07:59:29.999.995.0                     7.72075                    -13.6349                     1.50277
06-09-2022 08:00:30.000.001.5                     5.92562                    -12.6472                    -2.62072
06-09-2022 08:01:29.999.997.9                     6.23029                    -12.2794                    -1.01062
06-09-2022 08:02:30.000.004.4                     7.39524                    -9.16883                     5.94926
06-09-2022 08:03:30.000.000.8                     7.45166                    -8.32521                     4.99450
06-09-2022 08:04:29.999.997.3                     9.58743                    -8.03734                     2.62199
06-09-2022 08:05:30.000.003.7                     8.18071                    -8.39331                     4.67504
06-09-2022 08:06:30.000.000.2                    0.158327                    -11.8415                     3.24449
06-09-2022 08:07:29.999.996.6                     1.83368                    -11.8711                     2.50521
06-09-2022 08:08:30.000.003.1                     7.70406                    -8.08251                     2.44987
06-09-2022 08:09:29.999.999.5                     5.90424                    -5.60647                     7.28122
06-09-2022 08:10:29.999.995.9                     3.73826                    -12.6466                     3.43452
06-09-2022 08:11:30.000.002.4                     6.56436                    -8.78593                     7.74141
06-09-2022 08:12:29.999.998.8                     2.66092                    -9.33272                     6.19057
06-09-2022 08:13:29.999.995.3                    0.500494                    -10.6437                     3.85577
06-09-2022 08:14:30.000.001.7                     2.26671                    -10.0010                     3.37764
06-09-2022 08:15:29.999.998.2                     6.53144                    -8.31022                     3.90174
06-09-2022 08:16:30.000.004.6                     2.08935                    -9.81839                     5.33719
06-09-2022 08:17:30.000.001.1                     1.22460                    -11.9693                     1.01395
06-09-2022 08:18:29.999.997.5                     1.07179                    -11.9822                    -2.76199
06-09-2022 08:19:30.000.004.0                   -0.447785                    -10.9755                     5.85969
06-09-2022 08:20:30.000.000.4                     1.49677                    -10.6684                   -0.848365
06-09-2022 08:21:29.999.996.8                     2.35849                    -10.8103                   -0.828907
06-09-2022 08:22:30.000.003.3                     1.50057                    -10.6934                   -0.486190
06-09-2022 08:23:29.999.999.7                     1.71846                    -12.0278                    0.453998
06-09-2022 08:24:29.999.996.2                     3.01217                    -8.79047                     7.63976
06-09-2022 08:25:30.000.002.6                     2.92816                    -10.3093                     4.20793
06-09-2022 08:26:29.999.999.1                    0.834444                    -11.3383                     4.07360
06-09-2022 08:27:29.999.995.5                     1.83747                    -7.15011                     9.24468
06-09-2022 08:28:30.000.002.0                     3.51101                    -8.30968                     6.98953
06-09-2022 08:29:29.999.998.4                     1.18156                    -11.3538                     3.94514
06-09-2022 08:30:30.000.004.9                     2.79114                    -11.4345                     4.40488
06-09-2022 08:31:30.000.001.3                     6.74391                    -7.08296                     5.16210
06-09-2022 08:32:29.999.997.7                     6.71245                    -6.52246                     5.39595
06-09-2022 08:33:30.000.004.2                   -0.140087                    -10.5971                     4.78337
06-09-2022 08:34:30.000.000.6                     5.41897                    -5.71697                     10.1973
06-09-2022 08:35:29.999.997.0                     5.59728                    -9.20838                     5.51460
06-09-2022 08:36:30.000.003.5                     3.62833                    -6.76225                     7.81364
06-09-2022 08:37:30.000.000.0                     3.13511                    -11.2025                     2.09084
06-09-2022 08:38:29.999.996.4                     3.65592                    -9.72842                     2.19746
06-09-2022 08:39:30.000.002.9                   0.0443189                    -8.70094                     5.49051
06-09-2022 08:40:29.999.999.3                     2.70534                    -9.96416                     3.42841
06-09-2022 08:41:29.999.995.7                    0.692411                    -9.94640                     3.00583
06-09-2022 08:42:30.000.002.2                    -1.95950                    -11.0177                     6.05121
06-09-2022 08:43:29.999.998.6                     5.70008                    -5.52161                     8.15216
06-09-2022 08:44:29.999.995.0                     3.43158                    -8.54925                     7.65072
06-09-2022 08:45:30.000.001.5                     6.31337                    -7.35458                     6.27672
06-09-2022 08:46:29.999.997.9                    -1.00772                    -8.96169                     5.15835
06-09-2022 08:47:30.000.004.4                     5.56917                    -9.70480                     2.88098
06-09-2022 08:48:30.000.000.8                     2.09539                    -9.87157                     3.35926
06-09-2022 08:49:29.999.997.3                     2.51248                    -8.09472                     6.30977
06-09-2022 08:50:30.000.003.7                     3.56071                    -7.38790                     8.26209
06-09-2022 08:51:30.000.000.2                     1.48513                    -8.64300                     7.96236
06-09-2022 08:52:29.999.996.6                    0.442234                    -9.11998                     6.98623
06-09-2022 08:53:30.000.003.1                    0.133905                    -9.52566                     6.56277
06-09-2022 08:54:29.999.999.5                     2.07433                    -9.73054                     4.60513
06-09-2022 08:55:29.999.995.9                     6.00843                    -9.33307                    0.457290
06-09-2022 08:56:30.000.002.4                     8.48580                    -6.06208                     2.45431
06-09-2022 08:57:29.999.998.8                     8.05240                    -6.98554                    0.807885
06-09-2022 08:58:29.999.995.3                     2.97882                    -8.88408                     5.37405
06-09-2022 08:59:30.000.001.7                    -3.31333                    -10.6401                     2.23818
06-09-2022 09:00:29.999.998.2                    -5.49057                    -8.31684                     5.94157
06-09-2022 09:01:30.000.004.6                    -8.78394                    -6.22735                     2.32206
06-09-2022 09:02:30.000.001.1                    -6.83102                    -7.13806                     4.91047
06-09-2022 09:03:29.999.997.5                    -2.45530                    -9.57417                     7.44226
06-09-2022 09:04:30.000.004.0                    -2.14454                    -10.8455                     2.45069
06-09-2022 09:05:30.000.000.4                    -4.16645                    -5.64114                     8.59425
06-09-2022 09:06:29.999.996.8                     9.64635                    -7.54088                     1.37145
06-09-2022 09:07:30.000.003.3                     8.19029                    -9.20220                     1.96094
06-09-2022 09:08:29.999.999.7                     6.50503                    -10.1281                     3.88742
06-09-2022 09:09:29.999.996.2                     6.05525                    -10.3534                     4.06026
06-09-2022 09:10:30.000.002.6                     5.68930                    -10.1371                     4.47515
06-09-2022 09:11:29.999.999.1                     8.32868                    -9.93297                     3.35406
06-09-2022 09:12:29.999.995.5                     8.65276                    -7.10975                     6.17346
06-09-2022 09:13:30.000.002.0                     7.08507                    -10.1617                     4.78591
06-09-2022 09:14:29.999.998.4                     9.01071                    -9.42260                     2.06613
06-09-2022 09:15:30.000.004.9                     5.94829                    -9.73703                     4.35463
06-09-2022 09:16:30.000.001.3                     5.70759                    -11.2853                     5.23964
06-09-2022 09:17:29.999.997.7                     8.23953                    -8.65809                     5.07594
06-09-2022 09:18:30.000.004.2                     9.17867                    -6.36815                     5.11554
06-09-2022 09:19:30.000.000.6                     10.4152                    -10.2015                     3.58141
06-09-2022 09:20:29.999.997.0                     2.84562                    -13.7050                    -4.14019
06-09-2022 09:21:30.000.003.5                     4.68856                    -14.0838                    0.550845
06-09-2022 09:22:30.000.000.0                     5.55625                    -12.5310                     6.21022
06-09-2022 09:23:29.999.996.4                     2.41223                    -13.6513                    0.882125
06-09-2022 09:24:30.000.002.9                     3.85738                    -13.1541                     2.90062
06-09-2022 09:25:29.999.999.3                     6.18121                    -12.0001                     2.86069
06-09-2022 09:26:29.999.995.7                     9.91573                    -7.20809                     5.50101
06-09-2022 09:27:30.000.002.2                     12.0874                    -3.73564                     3.73199
06-09-2022 09:28:29.999.998.6                     11.7140                    -3.48311                     2.26423
06-09-2022 09:29:29.999.995.0                     14.2195                    -3.15217                     1.37608
06-09-2022 09:30:30.000.001.5                     13.1427                    -4.06171                   -0.496477
06-09-2022 09:31:29.999.997.9                     12.1496                    -7.63053                     1.76522
06-09-2022 09:32:30.000.004.4                     14.0709                    -3.00521                   -0.117309
06-09-2022 09:33:30.000.000.8                     13.0121                    -4.83694                    -1.74335
06-09-2022 09:34:29.999.997.3                     9.45061                    -10.8290                     2.23369
06-09-2022 09:35:30.000.003.7                     10.5122                    -11.2880                     2.12181
06-09-2022 09:36:30.000.000.2                     12.3188                    -6.63328                     2.03031
06-09-2022 09:37:29.999.996.6                     4.82081                    -14.1203                     2.46531
06-09-2022 09:38:30.000.003.1                     6.17811                    -11.6790                     2.70643
06-09-2022 09:39:29.999.999.5                     3.85752                    -15.1812                     3.10028
06-09-2022 09:40:29.999.995.9                     6.82736                    -11.5222                    -1.36312
06-09-2022 09:41:30.000.002.4                     10.5125                    -7.77921                    -4.70463
06-09-2022 09:42:29.999.998.8                     9.70694                    -8.51525                   -0.138344
06-09-2022 09:43:29.999.995.3                     6.92713                    -10.4821                    0.417696
06-09-2022 09:44:30.000.001.7                     11.7987                    -5.80432                    -4.44122
06-09-2022 09:45:29.999.998.2                     9.21066                    -9.05128                     1.88570
06-09-2022 09:46:30.000.004.6                     11.1783                    -6.61581                    -1.09502
06-09-2022 09:47:30.000.001.1                     11.5153                    -6.81424                    -1.14849
06-09-2022 09:48:29.999.997.5                     5.50219                    -12.1399                    -1.75316
06-09-2022 09:49:30.000.004.0                     8.24606                    -11.9620                   -0.264387
06-09-2022 09:50:30.000.000.4                     13.6735                    -7.18759                   -0.547796
06-09-2022 09:51:29.999.996.8                     10.5596                    -16.5806                    -4.75346
06-09-2022 09:52:30.000.003.3                    -2.23738                    -14.4200                   -0.682684
06-09-2022 09:53:29.999.999.7                     9.26425                    -8.55797                    -3.20682
06-09-2022 09:54:29.999.996.2                     9.64053                    -7.69568                     2.98840
06-09-2022 09:55:30.000.002.6                     11.9348                    -5.49653                    -1.74161
06-09-2022 09:56:29.999.999.1                     11.6133                    -6.84278                   -0.613394
06-09-2022 09:57:29.999.995.5                     12.0850                    -9.08313                    0.739168
06-09-2022 09:58:30.000.002.0                     6.58884                    -14.9192                    -8.06623
06-09-2022 09:59:29.999.998.4                     15.1265                    -9.81050                    -4.22783
06-09-2022 10:00:30.000.004.9                     19.7378                    -6.82022                    -8.14372
06-09-2022 10:01:30.000.001.3                     24.5003                    -13.0800                    -15.5633
06-09-2022 10:02:29.999.997.7                     8.93468                    -26.6899                    -4.61563
06-09-2022 10:03:30.000.004.2                     7.19248                    -13.3238                    -4.25859
06-09-2022 10:04:30.000.000.6                     15.1054                    -16.7267                    -11.6347
06-09-2022 10:05:29.999.997.0                     29.7274                     3.28533                    -14.9523
06-09-2022 10:06:30.000.003.5                    -3.35171                    -26.5653                    -6.92763
06-09-2022 10:07:29.999.999.9                     22.5408                    -3.88632                    -16.8897
06-09-2022 10:08:29.999.996.4                    -4.59588                    -21.5654                    -7.05670
06-09-2022 10:09:30.000.002.9                     8.49536                    -17.1490                    -10.1939
06-09-2022 10:10:29.999.999.3                    -1.76391                    -22.2423                     2.66552
06-09-2022 10:11:29.999.995.7                     9.88358                    -15.6004                    -6.08648
06-09-2022 10:12:30.000.002.2                     4.36826                    -11.0396                    -7.09389
06-09-2022 10:13:29.999.998.6                     15.4588                    -12.2760                    -6.74193
06-09-2022 10:14:29.999.995.0                     16.8503                    -4.41368                    -10.4210
06-09-2022 10:15:30.000.001.5                     19.9550                     6.51476                    -2.21305
06-09-2022 10:16:29.999.997.9                    0.401664                    -17.5233                    -4.31061
06-09-2022 10:17:30.000.004.4                    -4.14092                    -14.8378                    -14.5615
06-09-2022 10:18:30.000.000.8                     18.8740                    -2.30603                    -11.9761
06-09-2022 10:19:29.999.997.3                     22.9229                    -6.36042                    -6.47931
06-09-2022 10:20:30.000.003.7                     21.6225                    -5.69795                    -13.7452
06-09-2022 10:21:30.000.000.2                     20.3092                    -4.24245                    -17.1367
06-09-2022 10:22:29.999.996.6                     23.8609                    -4.56740                    -16.8680
06-09-2022 10:23:30.000.003.1                     22.9470                    -4.99350                    -17.9041
06-09-2022 10:24:29.999.999.5                     23.8231                   -0.109659                    -14.2089
06-09-2022 10:25:29.999.995.9                     24.6038                     2.37520                    -12.8315
06-09-2022 10:26:30.000.002.4                     27.9678                     4.70064                    -15.7195
06-09-2022 10:27:29.999.998.8                     29.3488                    -1.01240                    -12.5253
06-09-2022 10:28:29.999.995.3                     26.5351                     3.58879                    -14.5674
06-09-2022 10:29:30.000.001.7                     26.9404                     4.22173                    -17.4184
06-09-2022 10:30:29.999.998.2                     28.8137                     3.80687                    -12.7846
06-09-2022 10:31:30.000.004.6                     28.0232                     9.11837                    -9.14547
06-09-2022 10:32:30.000.001.1                     22.7088                    -1.63623                    -21.7742
06-09-2022 10:33:29.999.997.5                     29.1076                     4.67688                    -16.3059
06-09-2022 10:34:30.000.004.0                     28.8359                     6.74564                    -18.6936
06-09-2022 10:35:30.000.000.4                     28.7330                     7.68677                    -17.9966
06-09-2022 10:36:29.999.996.8                     30.5701                     3.33585                    -18.4064
06-09-2022 10:37:30.000.003.3                     25.8294                    -6.76907                    -22.3165
06-09-2022 10:38:29.999.999.7                     4.69566                    0.748024                     1.06211
06-09-2022 10:39:29.999.996.2                     7.54546                    -20.3462                    -17.8726
06-09-2022 10:40:30.000.002.6                     7.95015                    -24.7530                    -24.9339
06-09-2022 10:41:29.999.999.1                     25.6832                     1.20977                    -23.1946
06-09-2022 10:42:29.999.995.5                     20.2331                     4.55991                    -27.8614
06-09-2022 10:43:30.000.002.0                     16.7014                    -17.9871                    -22.3183
06-09-2022 10:44:29.999.998.4                    -18.8644                    0.192762                     15.3283
06-09-2022 10:45:30.000.004.9                        -NaN                        -NaN                        -NaN
06-09-2022 10:46:30.000.001.3                        -NaN                        -NaN                        -NaN
06-09-2022 10:47:29.999.997.7                        -NaN                        -NaN                        -NaN
06-09-2022 10:48:30.000.004.2                        -NaN                        -NaN                        -NaN
06-09-2022 10:49:30.000.000.6                        -NaN                        -NaN                        -NaN
06-09-2022 10:50:29.999.997.0                        -NaN                        -NaN                        -NaN
06-09-2022 10:51:30.000.003.5                        -NaN                        -NaN                        -NaN
06-09-2022 10:52:29.999.999.9                        -NaN                        -NaN                        -NaN
06-09-2022 10:53:29.999.996.4                        -NaN                        -NaN                        -NaN
06-09-2022 10:54:30.000.002.9                        -NaN                        -NaN                        -NaN
06-09-2022 10:55:29.999.999.3                        -NaN                        -NaN                        -NaN
06-09-2022 10:56:29.999.995.7                        -NaN                        -NaN                        -NaN
06-09-2022 10:57:30.000.002.2                        -NaN                        -NaN                        -NaN
06-09-2022 10:58:29.999.998.6                        -NaN                        -NaN                        -NaN
06-09-2022 10:59:29.999.995.0                        -NaN                        -NaN                        -NaN
06-09-2022 11:00:30.000.001.5                        -NaN                        -NaN                        -NaN
06-09-2022 11:01:29.999.997.9                        -NaN                        -NaN                        -NaN
06-09-2022 11:02:30.000.004.4                        -NaN                        -NaN                        -NaN
06-09-2022 11:03:30.000.000.8                        -NaN                        -NaN                        -NaN
06-09-2022 11:04:29.999.997.3                        -NaN                        -NaN                        -NaN
06-09-2022 11:05:30.000.003.7                        -NaN                        -NaN                        -NaN
06-09-2022 11:06:30.000.000.2                        -NaN                        -NaN                        -NaN
06-09-2022 11:07:29.999.996.6                        -NaN                        -NaN                        -NaN
06-09-2022 11:08:30.000.003.1                        -NaN                        -NaN                        -NaN
06-09-2022 11:09:29.999.999.5                        -NaN                        -NaN                        -NaN
06-09-2022 11:10:29.999.995.9                        -NaN                        -NaN                        -NaN
06-09-2022 11:11:30.000.002.4                        -NaN                        -NaN                        -NaN
06-09-2022 11:12:29.999.998.8                        -NaN                        -NaN                        -NaN
06-09-2022 11:13:29.999.995.3                        -NaN                        -NaN                        -NaN
06-09-2022 11:14:30.000.001.7                        -NaN                        -NaN                        -NaN
06-09-2022 11:15:29.999.998.2                        -NaN                        -NaN                        -NaN
06-09-2022 11:16:30.000.004.6                        -NaN                        -NaN                        -NaN
06-09-2022 11:17:30.000.001.1                        -NaN                        -NaN                        -NaN
06-09-2022 11:18:29.999.997.5                        -NaN                        -NaN                        -NaN
06-09-2022 11:19:30.000.004.0                        -NaN                        -NaN                        -NaN
06-09-2022 11:20:30.000.000.4                        -NaN                        -NaN                        -NaN
06-09-2022 11:21:29.999.996.8                        -NaN                        -NaN                        -NaN
06-09-2022 11:22:30.000.003.3                        -NaN                        -NaN                        -NaN
06-09-2022 11:23:29.999.999.7                        -NaN                        -NaN                        -NaN
06-09-2022 11:24:29.999.996.2                        -NaN                        -NaN                        -NaN
06-09-2022 11:25:30.000.002.6                        -NaN                        -NaN                        -NaN
06-09-2022 11:26:29.999.999.1                        -NaN                        -NaN                        -NaN
06-09-2022 11:27:29.999.995.5                        -NaN                        -NaN                        -NaN
06-09-2022 11:28:30.000.002.0                        -NaN                        -NaN                        -NaN
06-09-2022 11:29:29.999.998.4                        -NaN                        -NaN                        -NaN
06-09-2022 11:30:30.000.004.9                    -13.9518                    -14.4008                    -3.65580
06-09-2022 11:31:30.000.001.3                    -4.76436                    -21.5000                    0.515181
06-09-2022 11:32:29.999.997.7                    -13.5922                    -13.8087                   -0.421218
06-09-2022 11:33:30.000.004.2                    -16.5579                    -2.96439                   -0.199124
06-09-2022 11:34:30.000.000.6                    -16.7132                   -0.311998                    -1.79318
06-09-2022 11:35:29.999.997.0                    -16.8224                     12.5756                    0.186639
06-09-2022 11:36:30.000.003.5                    -17.1117                     13.9158                    0.465027
06-09-2022 11:37:30.000.000.0                    -15.9351                     14.9461                     1.02343
06-09-2022 11:38:29.999.996.4                    -16.6653                     13.8849                    0.197572
06-09-2022 11:39:30.000.002.9                    -15.3799                     15.4645                    -1.68258
06-09-2022 11:40:29.999.999.3                    -14.4721                     14.6717                    -2.72958
06-09-2022 11:41:29.999.995.7                    -18.9671                     2.15324                    -1.23355
06-09-2022 11:42:30.000.002.2                    -17.0338                    -1.87225                     1.83493
06-09-2022 11:43:29.999.998.6                    -11.0471                     13.2135                    -2.95769
06-09-2022 11:44:29.999.995.0                    -12.0000                     12.2140                    -4.11912
06-09-2022 11:45:30.000.001.5                    -12.2992                     11.8615                    -6.65962
06-09-2022 11:46:29.999.997.9                    -15.7717                     8.98979                    -4.25046
06-09-2022 11:47:30.000.004.4                    -15.4333                     6.96844                    -3.25107
06-09-2022 11:48:30.000.000.8                    -16.6026                     6.57016                    -3.68930
06-09-2022 11:49:29.999.997.3                    -16.1221                     3.34978                    -3.27336
06-09-2022 11:50:30.000.003.7                    -12.8896                     1.20255                    -3.19275
06-09-2022 11:51:30.000.000.2                    -13.6600                     2.76557                    -4.18469
06-09-2022 11:52:29.999.996.6                    -15.1515                    0.500701                    -5.03674
06-09-2022 11:53:30.000.003.1                    -11.2857                     1.80367                    -4.33837
06-09-2022 11:54:29.999.999.5                    -12.8989                     2.11329                    -4.17776
06-09-2022 11:55:29.999.995.9                    -15.0308                     3.53126                    -7.93040
06-09-2022 11:56:30.000.002.4                    -15.9683                     2.15956                    -9.72550
06-09-2022 11:57:29.999.998.8                    -14.7118                     2.63022                    -10.8899
06-09-2022 11:58:29.999.995.3                    -15.2637                     1.27071                    -8.47315
06-09-2022 11:59:30.000.001.7                    -13.9231                     2.53874                    -10.7501
06-09-2022 12:00:29.999.998.2                    -12.6554                     2.63419                    -11.5974
06-09-2022 12:01:30.000.004.6                    -13.5187                     2.79119                    -12.6373
06-09-2022 12:02:30.000.001.1                    -12.8610                     1.25106                    -13.1231
06-09-2022 12:03:29.999.997.5                    -13.9113                    0.815978                    -13.3650
06-09-2022 12:04:30.000.004.0                    -14.2281                    0.657159                    -13.2205
06-09-2022 12:05:30.000.000.4                    -14.4781                     1.55491                    -14.3484
06-09-2022 12:06:29.999.996.8                    -13.9362                     2.16017                    -14.6444
06-09-2022 12:07:30.000.003.3                    -12.7783                    -5.37357                    -11.8255
06-09-2022 12:08:29.999.999.7                    -14.6467                    -3.74361                    -12.9636
06-09-2022 12:09:29.999.996.2                    -15.2841                    -2.49363                    -13.6418
06-09-2022 12:10:30.000.002.6                    -15.1000                    -1.50628                    -13.1069
06-09-2022 12:11:29.999.999.1                    -14.5166                   -0.842345                    -14.2946
06-09-2022 12:12:29.999.995.5                    -13.5781                   -0.946221                    -12.9607
06-09-2022 12:13:30.000.002.0                    -12.7364                   -0.376333                    -12.4806
06-09-2022 12:14:29.999.998.4                    -13.3520                    -2.31342                    -13.7523
06-09-2022 12:15:30.000.004.9                    -18.0782                    -1.80776                    -5.45411
06-09-2022 12:16:30.000.001.3                    -16.5392                    -4.88641                    -10.8570
06-09-2022 12:17:29.999.997.7                    -12.3451                    -11.3011                     1.94128
06-09-2022 12:18:30.000.004.2                    -13.2386                     1.04457                    -15.8136
06-09-2022 12:19:30.000.000.6                    -15.0187                   -0.788181                    -14.7807
06-09-2022 12:20:29.999.997.0                    -14.7604                    0.646276                    -15.0211
06-09-2022 12:21:30.000.003.5                    -19.9696                    0.252231                    -4.22590
06-09-2022 12:22:30.000.000.0                    -17.0410                     1.09893                    -10.6233
06-09-2022 12:23:29.999.996.4                    -14.3742                     5.56978                    -7.64177
06-09-2022 12:24:30.000.002.9                    -13.0654                     2.65155                    -10.8696
06-09-2022 12:25:29.999.999.3                    -10.5627                   -0.356511                    -14.3170
06-09-2022 12:26:29.999.995.7                    -10.5498                   -0.125231                    -16.4268
06-09-2022 12:27:30.000.002.2                    -5.43987                     1.18060                    -20.9255
06-09-2022 12:28:29.999.998.6                    -11.8958                     1.74528                    -13.2332
06-09-2022 12:29:29.999.995.0                    -18.3392                    -3.61219                     1.17821
06-09-2022 12:30:30.000.001.5                    -11.3304                    0.231978                     10.5521
06-09-2022 12:31:29.999.997.9                    -6.78168                     3.51180                     13.9814
06-09-2022 12:32:30.000.004.4                    -11.9261                     2.69460                     11.0117
06-09-2022 12:33:30.000.000.8                    -9.82676                     2.64751                     13.0672
06-09-2022 12:34:29.999.997.3                    -9.55987                     4.45284                     12.7939
06-09-2022 12:35:30.000.003.7                    -11.0490                     4.27418                     9.66875
06-09-2022 12:36:30.000.000.2                    -13.7425                     4.58645                     6.34669
06-09-2022 12:37:29.999.996.6                    -9.50762                     6.28072                     11.4562
06-09-2022 12:38:30.000.003.1                    -12.9526                     7.35608                     6.94068
06-09-2022 12:39:29.999.999.5                    -15.0562                     1.29705                    -5.39723
06-09-2022 12:40:29.999.995.9                    -10.7707                    -1.32158                    -11.5735
06-09-2022 12:41:30.000.002.4                    -6.86397                    -1.66521                    -15.0688
06-09-2022 12:42:29.999.998.8                    -12.0273                    -1.65258                    -4.27828
06-09-2022 12:43:29.999.995.3                    -12.0242                   -0.260016                    0.805776
06-09-2022 12:44:30.000.001.7                    -10.8246                     1.67640                     5.69720
06-09-2022 12:45:29.999.998.2                    -8.47682                     4.36168                     9.30916
06-09-2022 12:46:30.000.004.6                    -12.3436                    0.796465                     2.92427
06-09-2022 12:47:30.000.001.1                    -13.1011                    0.212820                     5.58651
06-09-2022 12:48:29.999.997.5                    -6.82715                     4.43548                     14.0380
06-09-2022 12:49:30.000.004.0                    -8.75096                     3.16739                     13.1638
06-09-2022 12:50:30.000.000.4                    -9.98601                     5.15808                     15.2731
06-09-2022 12:51:29.999.996.8                    -5.24581                     4.86535                     18.0963
06-09-2022 12:52:30.000.003.3                    -5.59143                     5.99618                     18.2284
06-09-2022 12:53:29.999.999.7                    -6.89472                     3.45740                     17.3756
06-09-2022 12:54:29.999.996.2                    -8.56769                     4.29945                     12.1019
06-09-2022 12:55:30.000.002.6                    -6.81377                     3.70242                     17.5409
06-09-2022 12:56:29.999.999.1                    -7.37041                     4.96327                     17.3830
06-09-2022 12:57:29.999.995.5                    -7.98340                     4.14954                     16.6613
06-09-2022 12:58:30.000.002.0                    -6.18022                     4.27881                     19.0158
06-09-2022 12:59:29.999.998.4                    -6.50531                     5.51934                     19.2956
06-09-2022 13:00:30.000.004.9                    -5.51720                    0.284749                     21.1637
06-09-2022 13:01:30.000.001.3                    -8.11146                     2.36109                     21.0637
06-09-2022 13:02:29.999.997.7                    -11.9516                     1.69241                     22.3233
06-09-2022 13:03:30.000.004.2                    -4.79048                    -1.78623                     21.9703
06-09-2022 13:04:30.000.000.6                     1.13823                   -0.429983                     20.4631
06-09-2022 13:05:29.999.997.0                    -7.52985                     2.15826                     18.5290
06-09-2022 13:06:30.000.003.5                    -14.1036                     2.92238                     13.6969
06-09-2022 13:07:30.000.000.0                    -12.5661                     3.13946                     14.6603
06-09-2022 13:08:29.999.996.4                    -21.5149                    0.541546                    -7.74827
06-09-2022 13:09:30.000.002.9                    -14.9428                     12.6889                     4.76385
06-09-2022 13:10:29.999.999.3                    -19.3815                    -2.14594                    -12.0087
06-09-2022 13:11:29.999.995.7                    -22.8441                    0.633101                    -10.6227
06-09-2022 13:12:30.000.002.2                    -21.6800                    0.921642                    -12.1562
06-09-2022 13:13:29.999.998.6                    -19.6231                    0.442714                    -14.4895
06-09-2022 13:14:29.999.995.0                    -2.89434                     1.06279                    -3.61757
06-09-2022 13:15:30.000.001.5                    -11.4810                     11.9272                    -17.8960
06-09-2022 13:16:29.999.997.9                    -20.7729                    -1.40628                    -18.4384
06-09-2022 13:17:30.000.004.4                    -15.3070                    -6.13250                    -20.6577
06-09-2022 13:18:30.000.000.8                    -6.86680                    -5.63859                    -11.5133
06-09-2022 13:19:29.999.997.3                    -7.55461                    -3.76607                    -11.8630
06-09-2022 13:20:30.000.003.7                    -7.07343                    -4.28587                    -12.3702
06-09-2022 13:21:30.000.000.2                    -3.42391                    -2.36004                    -11.8579
06-09-2022 13:22:29.999.996.6                    -12.2375                     1.39768                    -4.29821
06-09-2022 13:23:30.000.003.1                    -20.6240                     4.19098                   -0.690805
06-09-2022 13:24:29.999.999.5                    -17.8827                     7.66235                     3.88184
06-09-2022 13:25:29.999.995.9                    -13.1864                     10.9225                     1.09928
06-09-2022 13:26:30.000.002.4                    -19.4528                    -4.14756                    -7.02581
06-09-2022 13:27:29.999.998.8                    -13.5271                    -10.9875                    -16.8862
06-09-2022 13:28:29.999.995.3                    -8.63305                    -7.27990                    -9.02761
06-09-2022 13:29:30.000.001.7                    -12.7683                    -2.44689                    -17.8321
06-09-2022 13:30:29.999.998.2                    -3.03929                    -2.34336                    -11.4694
06-09-2022 13:31:30.000.004.6                    -17.5898                     2.99297                     11.9972
06-09-2022 13:32:30.000.001.1                    -21.3550                   -0.761102                    -2.30296
06-09-2022 13:33:29.999.997.5                    -20.9799                    0.146855                    -5.68032
06-09-2022 13:34:30.000.004.0                    -18.2496                    -1.32518                    -6.28830
06-09-2022 13:35:30.000.000.4                    -13.3603                    -2.43784                    -16.5435
06-09-2022 13:36:29.999.996.8                    -21.0906                     1.67400                     17.3278
06-09-2022 13:37:30.000.003.3                    -20.7390                     5.49287                     18.4955
06-09-2022 13:38:29.999.999.7                    -6.73387                     8.12101                     23.2454
06-09-2022 13:39:29.999.996.2                    -3.22605                     8.11065                     22.8135
06-09-2022 13:40:30.000.002.6                    -12.0841                     4.64669                     23.7912
06-09-2022 13:41:29.999.999.1                    -13.7065                     2.57368                     22.2681
06-09-2022 13:42:29.999.995.5                    -11.7722                     3.46631                     17.2245
06-09-2022 13:43:30.000.002.0                    -3.47642                    -3.82528                     4.22728
06-09-2022 13:44:29.999.998.4                    -12.5614                     3.77730                     20.5342
06-09-2022 13:45:30.000.004.9                    -7.13719                     4.77786                     19.5312
06-09-2022 13:46:30.000.001.3                    -14.4995                     3.87297                     19.9798
06-09-2022 13:47:29.999.997.7                    -11.9816                   -0.544280                     11.5668
06-09-2022 13:48:30.000.004.2                    -12.6510                     2.35886                     15.8472
06-09-2022 13:49:30.000.000.6                    -11.6625                     2.40651                     13.4136
06-09-2022 13:50:29.999.997.0                    -11.9313                    -1.52131                     10.9661
06-09-2022 13:51:30.000.003.5                    -7.67394                     1.89795                     14.6121
06-09-2022 13:52:30.000.000.0                    0.374407                     1.11750                     3.25485
06-09-2022 13:53:29.999.996.4                    -6.95426                     3.32948                     15.3858
06-09-2022 13:54:30.000.002.9                    -5.38472                     1.23706                     12.4405
